Entity,Code,Day,people_fully_vaccinated_per_hundred
Bangladesh,BGD,2021-04-08,0.05
Bangladesh,BGD,2021-04-10,0.13
Bangladesh,BGD,2021-04-11,0.23
Bangladesh,BGD,2021-04-12,0.32
Bangladesh,BGD,2021-04-15,0.56
Bangladesh,BGD,2021-04-18,0.83
Bangladesh,BGD,2021-04-20,1.02
Bangladesh,BGD,2021-04-22,1.19
Bangladesh,BGD,2021-04-24,1.31
Bangladesh,BGD,2021-04-25,1.41
Bangladesh,BGD,2021-04-26,1.49
Bangladesh,BGD,2021-04-27,1.57
Bangladesh,BGD,2021-04-28,1.64
Bangladesh,BGD,2021-04-29,1.7
Bangladesh,BGD,2021-05-02,1.78
Bangladesh,BGD,2021-05-03,1.84
Bangladesh,BGD,2021-05-04,1.89
Bangladesh,BGD,2021-05-05,1.95
Bangladesh,BGD,2021-05-06,2.01
Bangladesh,BGD,2021-05-08,2.07
Bangladesh,BGD,2021-05-09,2.12
Bangladesh,BGD,2021-05-11,2.18
Bangladesh,BGD,2021-05-12,2.22
Bangladesh,BGD,2021-05-16,2.25
Bangladesh,BGD,2021-05-17,2.28
Bangladesh,BGD,2021-05-18,2.32
Bangladesh,BGD,2021-05-19,2.32
Bangladesh,BGD,2021-05-20,2.38
Bangladesh,BGD,2021-05-22,2.41
Bangladesh,BGD,2021-05-24,2.46
Bangladesh,BGD,2021-05-25,2.48
Bangladesh,BGD,2021-05-27,2.5
Barbados,BRB,2021-05-01,5.76
Barbados,BRB,2021-05-02,6.27
Barbados,BRB,2021-05-03,6.95
Barbados,BRB,2021-05-04,7.72
Barbados,BRB,2021-05-05,8.8
Barbados,BRB,2021-05-06,9.91
Barbados,BRB,2021-05-07,10.6
Barbados,BRB,2021-05-08,11.1
Barbados,BRB,2021-05-09,11.38
Barbados,BRB,2021-05-10,12.06
Barbados,BRB,2021-05-11,12.74
Barbados,BRB,2021-05-12,13.54
Barbados,BRB,2021-05-13,14.31
Barbados,BRB,2021-05-14,14.84
Barbados,BRB,2021-05-15,14.93
Barbados,BRB,2021-05-16,15.26
Barbados,BRB,2021-05-17,15.76
Barbados,BRB,2021-05-18,16.4
Barbados,BRB,2021-05-19,17.18
Barbados,BRB,2021-05-20,17.99
Barbados,BRB,2021-05-21,18.4
Barbados,BRB,2021-05-22,18.76
Barbados,BRB,2021-05-23,19.11
Barbados,BRB,2021-05-24,19.34
Barbados,BRB,2021-05-25,19.73
Barbados,BRB,2021-05-26,20.18
Belarus,BLR,2021-03-12,0.11
Belarus,BLR,2021-03-26,0.28
Belarus,BLR,2021-04-09,0.28
Belarus,BLR,2021-04-23,0.89
Belarus,BLR,2021-05-07,1.59
Belarus,BLR,2021-05-23,2.88
Belgium,BEL,2020-12-29,0
Belgium,BEL,2020-12-30,0
Belgium,BEL,2020-12-31,0
Belgium,BEL,2021-01-01,0
Belgium,BEL,2021-01-02,0
Belgium,BEL,2021-01-04,0
Belgium,BEL,2021-01-05,0
Belgium,BEL,2021-01-06,0
Belgium,BEL,2021-01-07,0
Belgium,BEL,2021-01-08,0
Belgium,BEL,2021-01-09,0
Belgium,BEL,2021-01-10,0
Belgium,BEL,2021-01-11,0
Belgium,BEL,2021-01-12,0
Belgium,BEL,2021-01-13,0
Belgium,BEL,2021-01-14,0
Belgium,BEL,2021-01-15,0
Belgium,BEL,2021-01-16,0
Belgium,BEL,2021-01-17,0
Belgium,BEL,2021-01-18,0
Belgium,BEL,2021-01-19,0
Belgium,BEL,2021-01-20,0.01
Belgium,BEL,2021-01-21,0.01
Belgium,BEL,2021-01-22,0.01
Belgium,BEL,2021-01-23,0.01
Belgium,BEL,2021-01-24,0.01
Belgium,BEL,2021-01-25,0.01
Belgium,BEL,2021-01-26,0.02
Belgium,BEL,2021-01-27,0.05
Belgium,BEL,2021-01-28,0.12
Belgium,BEL,2021-01-29,0.2
Belgium,BEL,2021-01-30,0.22
Belgium,BEL,2021-01-31,0.22
Belgium,BEL,2021-02-01,0.26
Belgium,BEL,2021-02-02,0.38
Belgium,BEL,2021-02-03,0.56
Belgium,BEL,2021-02-04,0.76
Belgium,BEL,2021-02-05,0.96
Belgium,BEL,2021-02-06,1.01
Belgium,BEL,2021-02-07,1.03
Belgium,BEL,2021-02-08,1.1
Belgium,BEL,2021-02-09,1.27
Belgium,BEL,2021-02-10,1.43
Belgium,BEL,2021-02-11,1.67
Belgium,BEL,2021-02-12,1.92
Belgium,BEL,2021-02-13,1.99
Belgium,BEL,2021-02-14,2
Belgium,BEL,2021-02-15,2.1
Belgium,BEL,2021-02-16,2.19
Belgium,BEL,2021-02-17,2.3
Belgium,BEL,2021-02-18,2.45
Belgium,BEL,2021-02-19,2.56
Belgium,BEL,2021-02-20,2.57
Belgium,BEL,2021-02-21,2.58
Belgium,BEL,2021-02-22,2.6
Belgium,BEL,2021-02-23,2.67
Belgium,BEL,2021-02-24,2.74
Belgium,BEL,2021-02-25,2.82
Belgium,BEL,2021-02-26,2.88
Belgium,BEL,2021-02-27,2.88
Belgium,BEL,2021-02-28,2.88
Belgium,BEL,2021-03-01,2.91
Belgium,BEL,2021-03-02,2.97
Belgium,BEL,2021-03-03,3.02
Belgium,BEL,2021-03-04,3.09
Belgium,BEL,2021-03-05,3.15
Belgium,BEL,2021-03-06,3.15
Belgium,BEL,2021-03-07,3.15
Belgium,BEL,2021-03-08,3.17
Belgium,BEL,2021-03-09,3.23
Belgium,BEL,2021-03-10,3.31
Belgium,BEL,2021-03-11,3.4
Belgium,BEL,2021-03-12,3.51
Belgium,BEL,2021-03-13,3.53
Belgium,BEL,2021-03-14,3.54
Belgium,BEL,2021-03-15,3.58
Belgium,BEL,2021-03-16,3.62
Belgium,BEL,2021-03-17,3.7
Belgium,BEL,2021-03-18,3.84
Belgium,BEL,2021-03-19,4
Belgium,BEL,2021-03-20,4.01
Belgium,BEL,2021-03-21,4.02
Belgium,BEL,2021-03-22,4.06
Belgium,BEL,2021-03-23,4.11
Belgium,BEL,2021-03-24,4.2
Belgium,BEL,2021-03-25,4.37
Belgium,BEL,2021-03-26,4.53
Belgium,BEL,2021-03-27,4.56
Belgium,BEL,2021-03-28,4.57
Belgium,BEL,2021-03-29,4.62
Belgium,BEL,2021-03-30,4.67
Belgium,BEL,2021-03-31,4.76
Belgium,BEL,2021-04-01,4.97
Belgium,BEL,2021-04-02,5.13
Belgium,BEL,2021-04-03,5.14
Belgium,BEL,2021-04-04,5.15
Belgium,BEL,2021-04-05,5.17
Belgium,BEL,2021-04-06,5.25
Belgium,BEL,2021-04-07,5.33
Belgium,BEL,2021-04-08,5.47
Belgium,BEL,2021-04-09,5.6
Belgium,BEL,2021-04-10,5.64
Belgium,BEL,2021-04-11,5.64
Belgium,BEL,2021-04-12,5.72
Belgium,BEL,2021-04-13,5.79
Belgium,BEL,2021-04-14,6
Belgium,BEL,2021-04-15,6.23
Belgium,BEL,2021-04-16,6.38
Belgium,BEL,2021-04-17,6.43
Belgium,BEL,2021-04-18,6.43
Belgium,BEL,2021-04-19,6.47
Belgium,BEL,2021-04-20,6.49
Belgium,BEL,2021-04-21,6.53
Belgium,BEL,2021-04-22,6.58
Belgium,BEL,2021-04-23,6.64
Belgium,BEL,2021-04-24,6.66
Belgium,BEL,2021-04-25,6.66
Belgium,BEL,2021-04-26,6.71
Belgium,BEL,2021-04-27,6.84
Belgium,BEL,2021-04-28,6.97
Belgium,BEL,2021-04-29,7.14
Belgium,BEL,2021-04-30,7.33
Belgium,BEL,2021-05-01,7.4
Belgium,BEL,2021-05-02,7.4
Belgium,BEL,2021-05-03,7.53
Belgium,BEL,2021-05-04,7.69
Belgium,BEL,2021-05-05,8.33
Belgium,BEL,2021-05-06,9
Belgium,BEL,2021-05-07,9.51
Belgium,BEL,2021-05-08,9.6
Belgium,BEL,2021-05-09,9.6
Belgium,BEL,2021-05-10,9.65
Belgium,BEL,2021-05-11,9.75
Belgium,BEL,2021-05-12,10
Belgium,BEL,2021-05-13,10.69
Belgium,BEL,2021-05-14,11.58
Belgium,BEL,2021-05-15,12.05
Belgium,BEL,2021-05-16,12.08
Belgium,BEL,2021-05-17,12.3
Belgium,BEL,2021-05-18,12.59
Belgium,BEL,2021-05-19,13.16
Belgium,BEL,2021-05-20,13.85
Belgium,BEL,2021-05-21,14.37
Belgium,BEL,2021-05-22,14.76
Belgium,BEL,2021-05-23,14.78
Belgium,BEL,2021-05-24,15.08
Belgium,BEL,2021-05-25,15.47
Belgium,BEL,2021-05-26,16.2
Belgium,BEL,2021-05-27,16.98
Belgium,BEL,2021-05-28,17.32
Belize,BLZ,2021-05-18,2.39
Belize,BLZ,2021-05-19,2.43
Belize,BLZ,2021-05-21,2.62
Belize,BLZ,2021-05-25,2.67
Belize,BLZ,2021-05-27,2.75
Benin,BEN,2021-05-21,0
Bermuda,BMU,2021-02-06,2.55
Bermuda,BMU,2021-02-09,2.57
Bermuda,BMU,2021-02-22,7.66
Bermuda,BMU,2021-02-27,11.31
Bermuda,BMU,2021-03-03,13.88
Bermuda,BMU,2021-03-10,16.59
Bermuda,BMU,2021-03-15,18.75
Bermuda,BMU,2021-03-22,21.12
Bermuda,BMU,2021-03-27,24.68
Bermuda,BMU,2021-04-04,27.88
Bermuda,BMU,2021-04-10,32.08
Bermuda,BMU,2021-04-19,35.72
Bermuda,BMU,2021-04-26,38.18
Bermuda,BMU,2021-05-02,40.49
Bermuda,BMU,2021-05-12,46.61
Bermuda,BMU,2021-05-17,50.18
Bermuda,BMU,2021-05-24,52.55
Bolivia,BOL,2021-03-02,0.08
Bolivia,BOL,2021-03-03,0.08
Bolivia,BOL,2021-03-04,0.08
Bolivia,BOL,2021-03-05,0.08
Bolivia,BOL,2021-03-06,0.08
Bolivia,BOL,2021-03-07,0.08
Bolivia,BOL,2021-03-08,0.08
Bolivia,BOL,2021-03-09,0.08
Bolivia,BOL,2021-03-10,0.08
Bolivia,BOL,2021-03-11,0.09
Bolivia,BOL,2021-03-12,0.09
Bolivia,BOL,2021-03-13,0.09
Bolivia,BOL,2021-03-14,0.09
Bolivia,BOL,2021-03-15,0.09
Bolivia,BOL,2021-03-16,0.09
Bolivia,BOL,2021-03-17,0.09
Bolivia,BOL,2021-03-18,0.1
Bolivia,BOL,2021-03-19,0.15
Bolivia,BOL,2021-03-20,0.16
Bolivia,BOL,2021-03-21,0.17
Bolivia,BOL,2021-03-22,0.24
Bolivia,BOL,2021-03-23,0.36
Bolivia,BOL,2021-03-24,0.49
Bolivia,BOL,2021-03-25,0.61
Bolivia,BOL,2021-03-26,0.74
Bolivia,BOL,2021-03-27,0.76
Bolivia,BOL,2021-03-28,0.76
Bolivia,BOL,2021-03-29,0.82
Bolivia,BOL,2021-03-30,0.88
Bolivia,BOL,2021-03-31,0.94
Bolivia,BOL,2021-04-01,0.99
Bolivia,BOL,2021-04-02,0.99
Bolivia,BOL,2021-04-03,1
Bolivia,BOL,2021-04-04,1
Bolivia,BOL,2021-04-05,1.06
Bolivia,BOL,2021-04-06,1.1
Bolivia,BOL,2021-04-07,1.14
Bolivia,BOL,2021-04-08,1.17
Bolivia,BOL,2021-04-09,1.21
Bolivia,BOL,2021-04-10,1.21
Bolivia,BOL,2021-04-11,1.21
Bolivia,BOL,2021-04-12,1.24
Bolivia,BOL,2021-04-13,1.27
Bolivia,BOL,2021-04-14,1.31
Bolivia,BOL,2021-04-15,1.36
Bolivia,BOL,2021-04-16,1.41
Bolivia,BOL,2021-04-17,1.42
Bolivia,BOL,2021-04-18,1.42
Bolivia,BOL,2021-04-19,1.47
Bolivia,BOL,2021-04-20,1.52
Bolivia,BOL,2021-04-21,1.57
Bolivia,BOL,2021-04-22,1.62
Bolivia,BOL,2021-04-23,1.63
Bolivia,BOL,2021-04-24,1.63
Bolivia,BOL,2021-04-25,1.64
Bolivia,BOL,2021-04-26,1.7
Bolivia,BOL,2021-04-27,1.76
Bolivia,BOL,2021-04-28,1.84
Bolivia,BOL,2021-05-01,2
Bolivia,BOL,2021-05-03,2.06
Bolivia,BOL,2021-05-04,2.11
Bolivia,BOL,2021-05-05,2.16
Bolivia,BOL,2021-05-06,2.2
Bolivia,BOL,2021-05-07,2.25
Bolivia,BOL,2021-05-08,2.26
Bolivia,BOL,2021-05-09,2.27
Bolivia,BOL,2021-05-10,2.31
Bolivia,BOL,2021-05-11,2.34
Bolivia,BOL,2021-05-12,2.37
Bolivia,BOL,2021-05-14,2.4
Bolivia,BOL,2021-05-15,2.43
Bolivia,BOL,2021-05-16,2.44
Bolivia,BOL,2021-05-17,2.45
Bolivia,BOL,2021-05-18,2.5
Bolivia,BOL,2021-05-21,2.54
Bolivia,BOL,2021-05-22,2.56
Bolivia,BOL,2021-05-23,2.57
Bolivia,BOL,2021-05-24,2.59
Bolivia,BOL,2021-05-25,2.68
Bolivia,BOL,2021-05-26,2.79
Bolivia,BOL,2021-05-27,2.91
Bolivia,BOL,2021-05-28,2.96
Bonaire Sint Eustatius and Saba,BES,2021-04-09,6.35
Bosnia and Herzegovina,BIH,2021-04-27,0.71
Bosnia and Herzegovina,BIH,2021-05-18,1.04
Bosnia and Herzegovina,BIH,2021-05-25,1.34
Brazil,BRA,2021-02-06,0
Brazil,BRA,2021-02-07,0.01
Brazil,BRA,2021-02-08,0.01
Brazil,BRA,2021-02-09,0.02
Brazil,BRA,2021-02-10,0.02
Brazil,BRA,2021-02-11,0.04
Brazil,BRA,2021-02-12,0.05
Brazil,BRA,2021-02-13,0.08
Brazil,BRA,2021-02-14,0.09
Brazil,BRA,2021-02-15,0.1
Brazil,BRA,2021-02-16,0.13
Brazil,BRA,2021-02-17,0.26
Brazil,BRA,2021-02-18,0.34
Brazil,BRA,2021-02-19,0.42
Brazil,BRA,2021-02-20,0.5
Brazil,BRA,2021-02-21,0.53
Brazil,BRA,2021-02-22,0.55
Brazil,BRA,2021-02-23,0.61
Brazil,BRA,2021-02-24,0.68
Brazil,BRA,2021-02-25,0.75
Brazil,BRA,2021-02-26,0.83
Brazil,BRA,2021-02-27,0.89
Brazil,BRA,2021-02-28,0.9
Brazil,BRA,2021-03-01,0.9
Brazil,BRA,2021-03-02,0.96
Brazil,BRA,2021-03-03,1.02
Brazil,BRA,2021-03-04,1.09
Brazil,BRA,2021-03-05,1.16
Brazil,BRA,2021-03-10,1.18
Brazil,BRA,2021-03-11,1.25
Brazil,BRA,2021-03-12,1.31
Brazil,BRA,2021-03-13,1.34
Brazil,BRA,2021-03-14,1.35
Brazil,BRA,2021-03-15,1.4
Brazil,BRA,2021-03-17,1.52
Brazil,BRA,2021-03-18,1.55
Brazil,BRA,2021-03-19,1.58
Brazil,BRA,2021-03-20,1.59
Brazil,BRA,2021-03-21,1.6
Brazil,BRA,2021-03-22,1.65
Brazil,BRA,2021-03-23,1.72
Brazil,BRA,2021-03-24,1.79
Brazil,BRA,2021-03-25,1.84
Brazil,BRA,2021-03-26,1.87
Brazil,BRA,2021-03-27,1.9
Brazil,BRA,2021-03-28,1.9
Brazil,BRA,2021-03-29,1.93
Brazil,BRA,2021-03-30,1.93
Brazil,BRA,2021-03-31,1.99
Brazil,BRA,2021-04-02,2.13
Brazil,BRA,2021-04-03,2.15
Brazil,BRA,2021-04-04,2.16
Brazil,BRA,2021-04-05,2.27
Brazil,BRA,2021-04-06,2.38
Brazil,BRA,2021-04-07,2.51
Brazil,BRA,2021-04-08,2.63
Brazil,BRA,2021-04-09,2.75
Brazil,BRA,2021-04-10,2.84
Brazil,BRA,2021-04-11,2.86
Brazil,BRA,2021-04-12,2.99
Brazil,BRA,2021-04-13,3.39
Brazil,BRA,2021-04-14,3.53
Brazil,BRA,2021-04-18,4.04
Brazil,BRA,2021-04-19,4.22
Brazil,BRA,2021-04-20,4.23
Brazil,BRA,2021-04-21,4.3
Brazil,BRA,2021-04-22,4.56
Brazil,BRA,2021-04-23,5.04
Brazil,BRA,2021-04-24,5.2
Brazil,BRA,2021-04-25,5.25
Brazil,BRA,2021-04-26,5.48
Brazil,BRA,2021-04-27,5.76
Brazil,BRA,2021-04-28,5.97
Brazil,BRA,2021-04-29,6.22
Brazil,BRA,2021-04-30,6.37
Brazil,BRA,2021-05-01,6.44
Brazil,BRA,2021-05-02,6.47
Brazil,BRA,2021-05-03,6.63
Brazil,BRA,2021-05-04,6.88
Brazil,BRA,2021-05-05,7.02
Brazil,BRA,2021-05-06,7.07
Brazil,BRA,2021-05-07,7.13
Brazil,BRA,2021-05-10,7.18
Brazil,BRA,2021-05-11,7.31
Brazil,BRA,2021-05-12,7.46
Brazil,BRA,2021-05-13,7.63
Brazil,BRA,2021-05-14,7.86
Brazil,BRA,2021-05-15,7.96
Brazil,BRA,2021-05-16,7.98
Brazil,BRA,2021-05-17,8.12
Brazil,BRA,2021-05-18,8.23
Brazil,BRA,2021-05-19,8.34
Brazil,BRA,2021-05-20,8.48
Brazil,BRA,2021-05-25,9.9
Brazil,BRA,2021-05-26,10.03
Brazil,BRA,2021-05-27,10.13
Brazil,BRA,2021-05-28,10.29
British Virgin Islands,VGB,2021-05-21,12.49
Brunei,BRN,2021-05-05,0.2
Brunei,BRN,2021-05-18,1.33
Bulgaria,BGR,2021-01-18,0.02
Bulgaria,BGR,2021-01-19,0.05
Bulgaria,BGR,2021-01-20,0.06
Bulgaria,BGR,2021-01-21,0.07
Bulgaria,BGR,2021-01-22,0.07
Bulgaria,BGR,2021-01-23,0.07
Bulgaria,BGR,2021-01-24,0.07
Bulgaria,BGR,2021-01-25,0.07
Bulgaria,BGR,2021-01-26,0.08
Bulgaria,BGR,2021-01-27,0.11
Bulgaria,BGR,2021-01-28,0.16
Bulgaria,BGR,2021-01-29,0.19
Bulgaria,BGR,2021-01-30,0.19
Bulgaria,BGR,2021-01-31,0.19
Bulgaria,BGR,2021-02-01,0.2
Bulgaria,BGR,2021-02-02,0.22
Bulgaria,BGR,2021-02-03,0.24
Bulgaria,BGR,2021-02-04,0.25
Bulgaria,BGR,2021-02-05,0.25
Bulgaria,BGR,2021-02-06,0.25
Bulgaria,BGR,2021-02-07,0.25
Bulgaria,BGR,2021-02-08,0.25
Bulgaria,BGR,2021-02-09,0.26
Bulgaria,BGR,2021-02-10,0.27
Bulgaria,BGR,2021-02-11,0.28
Bulgaria,BGR,2021-02-12,0.3
Bulgaria,BGR,2021-02-13,0.3
Bulgaria,BGR,2021-02-14,0.3
Bulgaria,BGR,2021-02-15,0.31
Bulgaria,BGR,2021-02-16,0.33
Bulgaria,BGR,2021-02-17,0.35
Bulgaria,BGR,2021-02-18,0.37
Bulgaria,BGR,2021-02-19,0.38
Bulgaria,BGR,2021-02-20,0.39
Bulgaria,BGR,2021-02-21,0.39
Bulgaria,BGR,2021-02-22,0.4
Bulgaria,BGR,2021-02-23,0.43
Bulgaria,BGR,2021-02-24,0.46
Bulgaria,BGR,2021-02-25,0.5
Bulgaria,BGR,2021-02-26,0.54
Bulgaria,BGR,2021-02-27,0.54
Bulgaria,BGR,2021-02-28,0.54
Bulgaria,BGR,2021-03-01,0.56
Bulgaria,BGR,2021-03-02,0.6
Bulgaria,BGR,2021-03-03,0.6
Bulgaria,BGR,2021-03-04,0.67
Bulgaria,BGR,2021-03-05,0.72
Bulgaria,BGR,2021-03-06,0.72
Bulgaria,BGR,2021-03-07,0.72
Bulgaria,BGR,2021-03-08,0.73
Bulgaria,BGR,2021-03-09,0.74
Bulgaria,BGR,2021-03-10,0.76
Bulgaria,BGR,2021-03-11,0.78
Bulgaria,BGR,2021-03-12,0.83
Bulgaria,BGR,2021-03-13,0.83
Bulgaria,BGR,2021-03-14,0.84
Bulgaria,BGR,2021-03-15,0.86
Bulgaria,BGR,2021-03-16,0.89
Bulgaria,BGR,2021-03-17,0.92
Bulgaria,BGR,2021-03-18,0.96
Bulgaria,BGR,2021-03-19,1
Bulgaria,BGR,2021-03-20,1.02
Bulgaria,BGR,2021-03-21,1.03
Bulgaria,BGR,2021-03-22,1.06
Bulgaria,BGR,2021-03-23,1.13
Bulgaria,BGR,2021-03-24,1.15
Bulgaria,BGR,2021-03-25,1.2
Bulgaria,BGR,2021-03-26,1.25
Bulgaria,BGR,2021-03-27,1.26
Bulgaria,BGR,2021-03-28,1.27
Bulgaria,BGR,2021-03-29,1.3
Bulgaria,BGR,2021-03-30,1.34
Bulgaria,BGR,2021-03-31,1.37
Bulgaria,BGR,2021-04-01,1.4
Bulgaria,BGR,2021-04-02,1.44
Bulgaria,BGR,2021-04-03,1.45
Bulgaria,BGR,2021-04-04,1.45
Bulgaria,BGR,2021-04-05,1.47
Bulgaria,BGR,2021-04-06,1.51
Bulgaria,BGR,2021-04-07,1.55
Bulgaria,BGR,2021-04-08,1.58
Bulgaria,BGR,2021-04-09,1.62
Bulgaria,BGR,2021-04-10,1.63
Bulgaria,BGR,2021-04-11,1.63
Bulgaria,BGR,2021-04-12,1.65
Bulgaria,BGR,2021-04-13,1.68
Bulgaria,BGR,2021-04-14,1.73
Bulgaria,BGR,2021-04-15,1.78
Bulgaria,BGR,2021-04-16,1.83
Bulgaria,BGR,2021-04-17,1.84
Bulgaria,BGR,2021-04-18,1.85
Bulgaria,BGR,2021-04-19,1.89
Bulgaria,BGR,2021-04-20,1.95
Bulgaria,BGR,2021-04-21,2.06
Bulgaria,BGR,2021-04-22,2.18
Bulgaria,BGR,2021-04-23,2.31
Bulgaria,BGR,2021-04-24,2.34
Bulgaria,BGR,2021-04-25,2.36
Bulgaria,BGR,2021-04-26,2.44
Bulgaria,BGR,2021-04-27,2.56
Bulgaria,BGR,2021-04-28,2.74
Bulgaria,BGR,2021-04-29,2.99
Bulgaria,BGR,2021-04-30,3.07
Bulgaria,BGR,2021-05-01,3.1
Bulgaria,BGR,2021-05-02,3.11
Bulgaria,BGR,2021-05-03,3.16
Bulgaria,BGR,2021-05-04,3.24
Bulgaria,BGR,2021-05-05,3.62
Bulgaria,BGR,2021-05-06,3.66
Bulgaria,BGR,2021-05-07,4.09
Bulgaria,BGR,2021-05-08,4.17
Bulgaria,BGR,2021-05-09,4.2
Bulgaria,BGR,2021-05-10,4.49
Bulgaria,BGR,2021-05-11,4.87
Bulgaria,BGR,2021-05-12,5.21
Bulgaria,BGR,2021-05-13,5.58
Bulgaria,BGR,2021-05-14,5.89
Bulgaria,BGR,2021-05-15,5.95
Bulgaria,BGR,2021-05-16,5.97
Bulgaria,BGR,2021-05-17,6.13
Bulgaria,BGR,2021-05-18,6.35
Bulgaria,BGR,2021-05-19,6.59
Bulgaria,BGR,2021-05-20,6.9
Bulgaria,BGR,2021-05-21,7.12
Bulgaria,BGR,2021-05-22,7.18
Bulgaria,BGR,2021-05-23,7.21
Bulgaria,BGR,2021-05-24,7.27
Bulgaria,BGR,2021-05-25,7.43
Bulgaria,BGR,2021-05-26,7.58
Bulgaria,BGR,2021-05-27,7.68
Bulgaria,BGR,2021-05-28,7.83
Cambodia,KHM,2021-02-24,0
Cambodia,KHM,2021-02-25,0
Cambodia,KHM,2021-02-26,0
Cambodia,KHM,2021-02-28,0.01
Cambodia,KHM,2021-03-01,0.01
Cambodia,KHM,2021-03-02,0.04
Cambodia,KHM,2021-03-03,0.06
Cambodia,KHM,2021-03-04,0.07
Cambodia,KHM,2021-03-05,0.08
Cambodia,KHM,2021-03-06,0.1
Cambodia,KHM,2021-03-07,0.11
Cambodia,KHM,2021-03-08,0.14
Cambodia,KHM,2021-03-09,0.2
Cambodia,KHM,2021-03-10,0.24
Cambodia,KHM,2021-03-11,0.28
Cambodia,KHM,2021-03-12,0.31
Cambodia,KHM,2021-03-13,0.34
Cambodia,KHM,2021-03-14,0.34
Cambodia,KHM,2021-03-15,0.36
Cambodia,KHM,2021-03-16,0.45
Cambodia,KHM,2021-03-17,0.56
Cambodia,KHM,2021-03-19,0.74
Cambodia,KHM,2021-03-20,0.8
Cambodia,KHM,2021-03-21,0.84
Cambodia,KHM,2021-03-22,0.88
Cambodia,KHM,2021-03-23,0.93
Cambodia,KHM,2021-03-24,0.98
Cambodia,KHM,2021-03-25,1.06
Cambodia,KHM,2021-03-26,1.14
Cambodia,KHM,2021-03-27,1.23
Cambodia,KHM,2021-03-28,1.27
Cambodia,KHM,2021-03-29,1.32
Cambodia,KHM,2021-03-30,1.36
Cambodia,KHM,2021-03-31,1.43
Cambodia,KHM,2021-04-01,1.45
Cambodia,KHM,2021-04-02,1.47
Cambodia,KHM,2021-04-03,1.48
Cambodia,KHM,2021-04-04,1.49
Cambodia,KHM,2021-04-05,1.5
Cambodia,KHM,2021-04-06,1.51
Cambodia,KHM,2021-04-07,1.53
Cambodia,KHM,2021-04-08,1.54
Cambodia,KHM,2021-04-09,1.56
Cambodia,KHM,2021-04-10,1.59
Cambodia,KHM,2021-04-11,1.6
Cambodia,KHM,2021-04-12,1.63
Cambodia,KHM,2021-04-13,1.65
Cambodia,KHM,2021-04-14,1.67
Cambodia,KHM,2021-04-15,1.71
Cambodia,KHM,2021-04-16,1.79
Cambodia,KHM,2021-04-17,1.81
Cambodia,KHM,2021-04-18,1.81
Cambodia,KHM,2021-04-19,2.28
Cambodia,KHM,2021-04-20,2.59
Cambodia,KHM,2021-04-21,2.96
Cambodia,KHM,2021-04-22,3.38
Cambodia,KHM,2021-04-23,3.79
Cambodia,KHM,2021-04-24,4.09
Cambodia,KHM,2021-04-25,4.38
Cambodia,KHM,2021-04-26,4.65
Cambodia,KHM,2021-04-27,4.9
Cambodia,KHM,2021-04-29,5.45
Cambodia,KHM,2021-04-30,5.65
Cambodia,KHM,2021-05-01,5.81
Cambodia,KHM,2021-05-02,5.89
Cambodia,KHM,2021-05-03,6
Cambodia,KHM,2021-05-04,6.15
Cambodia,KHM,2021-05-05,6.24
Cambodia,KHM,2021-05-06,6.46
Cambodia,KHM,2021-05-07,6.59
Cambodia,KHM,2021-05-08,6.63
Cambodia,KHM,2021-05-09,6.64
Cambodia,KHM,2021-05-10,6.68
Cambodia,KHM,2021-05-11,6.72
Cambodia,KHM,2021-05-12,6.76
Cambodia,KHM,2021-05-13,6.79
Cambodia,KHM,2021-05-14,6.82
Cambodia,KHM,2021-05-15,6.87
Cambodia,KHM,2021-05-16,7.09
Cambodia,KHM,2021-05-17,7.37
Cambodia,KHM,2021-05-18,7.67
Cambodia,KHM,2021-05-19,7.99
Cambodia,KHM,2021-05-20,8.33
Cambodia,KHM,2021-05-21,8.66
Cambodia,KHM,2021-05-22,9.06
Cambodia,KHM,2021-05-23,9.39
Cambodia,KHM,2021-05-24,9.85
Cambodia,KHM,2021-05-25,10.16
Cambodia,KHM,2021-05-26,10.47
Cambodia,KHM,2021-05-27,10.77
Cambodia,KHM,2021-05-28,11.15
Cameroon,CMR,2021-05-12,0
Cameroon,CMR,2021-05-18,0.01
Cameroon,CMR,2021-05-21,0.01
Cameroon,CMR,2021-05-24,0.02
Cameroon,CMR,2021-05-26,0.03
Canada,CAN,2021-01-06,0
Canada,CAN,2021-01-07,0
Canada,CAN,2021-01-08,0.01
Canada,CAN,2021-01-09,0.01
Canada,CAN,2021-01-10,0.01
Canada,CAN,2021-01-11,0.01
Canada,CAN,2021-01-12,0.01
Canada,CAN,2021-01-13,0.03
Canada,CAN,2021-01-14,0.04
Canada,CAN,2021-01-15,0.05
Canada,CAN,2021-01-16,0.05
Canada,CAN,2021-01-17,0.05
Canada,CAN,2021-01-18,0.06
Canada,CAN,2021-01-19,0.06
Canada,CAN,2021-01-20,0.1
Canada,CAN,2021-01-21,0.11
Canada,CAN,2021-01-22,0.13
Canada,CAN,2021-01-23,0.14
Canada,CAN,2021-01-24,0.15
Canada,CAN,2021-01-25,0.17
Canada,CAN,2021-01-26,0.19
Canada,CAN,2021-01-27,0.22
Canada,CAN,2021-01-28,0.24
Canada,CAN,2021-01-29,0.27
Canada,CAN,2021-01-30,0.29
